f0_,station,f1_,f2_
2020-06-17,BBCNEWS,739,vaccine
2020-06-17,FOXNEWS,460,vaccine
2020-06-17,CNN,155,vaccine
2020-06-18,FOXNEWS,69,vaccine
2020-06-18,BBCNEWS,3,vaccine
2020-06-18,CNN,138,vaccine
2020-06-18,MSNBC,269,vaccine
2020-06-19,FOXNEWS,58,vaccine
2020-06-19,CNN,740,vaccine
2020-06-20,CNN,231,vaccine
2020-06-20,BBCNEWS,9,vaccine
2020-06-20,FOXNEWS,43,vaccine
2020-06-21,KPIX,2,vaccine
2020-06-21,BBCNEWS,10,vaccine
2020-06-21,FOXNEWS,147,vaccine
2020-06-21,CNN,13,vaccine
2020-06-22,FOXNEWS,13,vaccine
2020-06-23,FOXNEWS,1043,vaccine
2020-06-23,CNN,1510,vaccine
2020-06-23,MSNBC,1495,vaccine
2020-06-23,KNTV,4,vaccine
2020-06-24,FOXNEWS,323,vaccine
2020-06-24,CNN,192,vaccine
2020-06-24,MSNBC,184,vaccine
2020-06-24,BBCNEWS,857,vaccine
2020-06-24,KNTV,52,vaccine
2020-06-25,BBCNEWS,759,vaccine
2020-06-25,KPIX,69,vaccine
2020-06-25,FOXNEWS,108,vaccine
2020-06-25,CNN,189,vaccine
2020-06-25,MSNBC,206,vaccine
2020-06-26,CNN,601,vaccine
2020-06-26,KPIX,76,vaccine
2020-06-26,FOXNEWS,1192,vaccine
2020-06-26,MSNBC,89,vaccine
2020-06-26,BBCNEWS,102,vaccine
2020-06-27,CNN,699,vaccine
2020-06-27,BBCNEWS,58,vaccine
2020-06-27,MSNBC,13,vaccine
2020-06-27,FOXNEWS,129,vaccine
2020-06-28,FOXNEWS,306,vaccine
2020-06-28,BBCNEWS,102,vaccine
2020-06-28,MSNBC,301,vaccine
2020-06-28,CNN,23,vaccine
2020-06-29,KGO,1,vaccine
2020-06-29,MSNBC,108,vaccine
2020-06-29,CNN,1833,vaccine
2020-06-29,FOXNEWS,441,vaccine
2020-06-30,MSNBC,289,vaccine
2020-06-30,BBCNEWS,32,vaccine
2020-06-30,FOXNEWS,1095,vaccine
2020-06-30,CNN,1656,vaccine
2020-07-01,KPIX,3,vaccine
